year,region,variable,Coverage,dlm.geomean,dlm.lower,dlm.upper,fixed.effects,lower.whisker,q.25,median,q.75,upper.whisker
1979,European Union non Mediterranean,BvB,0.356164384,1.461006313,1.294021649,1.649539208,1.38757878,0.096414646,0.7680857,1.234039708,1.7215046,2.34965
1980,European Union non Mediterranean,BvB,0.465753425,1.468199898,1.321238787,1.631507463,1.4474749,0.092239698,0.778181818,1.324673863,1.739513333,2.354188161
1981,European Union non Mediterranean,BvB,0.520547945,1.490157118,1.352151354,1.64224828,1.622426825,0.087655239,0.77697122,1.374830707,1.983666667,3.010712045
1982,European Union non Mediterranean,BvB,0.589041096,1.478238287,1.35449266,1.613289239,1.624942507,0.083485786,0.87829105,1.400496887,1.983508721,3.470328526
1983,European Union non Mediterranean,BvB,0.616438356,1.446529144,1.332285886,1.57056874,1.615550424,0.080889688,0.847616667,1.419367143,1.675034896,2.610982154
1984,European Union non Mediterranean,BvB,0.671232877,1.396440335,1.296771476,1.503769666,1.483395413,0.077186042,0.818647073,1.316,1.604,2.768827584
1985,European Union non Mediterranean,BvB,0.698630137,1.39798008,1.303747658,1.499023443,1.539772748,0.073849609,0.934309408,1.322083333,1.685510031,2.806217949
1986,European Union non Mediterranean,BvB,0.753424658,1.348366408,1.267576247,1.434305806,1.449613311,0.069961941,0.95628238,1.229853,1.749167734,2.812572115
1987,European Union non Mediterranean,BvB,0.767123288,1.366547964,1.287490153,1.450460288,1.501635378,0.068180824,0.931422486,1.205592293,1.680151412,2.782535256
1988,European Union non Mediterranean,BvB,0.808219178,1.361010942,1.289991389,1.435940426,1.460907092,0.002570028,0.915418704,1.3410785,1.647281184,2.721516026
1989,European Union non Mediterranean,BvB,0.808219178,1.299108644,1.232383674,1.369446306,1.360909904,0.06049102,0.840961538,1.1503715,1.463033751,2.354081633
1990,European Union non Mediterranean,BvB,0.808219178,1.271193545,1.206613284,1.339230266,1.332228794,0.041935275,0.771210102,1.139567976,1.373505391,2.102573333
1991,European Union non Mediterranean,BvB,0.849315068,1.173398318,1.120639743,1.228640713,1.170167843,0,0.793119556,1.163216639,1.454015385,2.2922
1992,European Union non Mediterranean,BvB,0.876712329,1.216704114,1.168069469,1.267363749,1.263476541,0.052447067,0.794141723,1.052620906,1.579309262,2.594718571
1993,European Union non Mediterranean,BvB,0.917808219,1.16569741,1.127727359,1.204945896,1.169214109,0,0.828342166,1.133124985,1.545900003,2.387719298
1994,European Union non Mediterranean,BvB,0.931506849,1.162427702,1.128002089,1.197903953,1.183691646,0.046805859,0.757648607,1.142551619,1.534154103,2.468421053
1995,European Union non Mediterranean,BvB,0.931506849,1.152689577,1.118646803,1.187768344,1.181319074,0.044925215,0.749377729,1.084772378,1.487234848,2.126836735
1996,European Union non Mediterranean,BvB,0.917808219,1.141098863,1.104280129,1.179145202,1.174746681,0.021077095,0.769840736,1.044846667,1.572485672,2.714011905
1997,European Union non Mediterranean,BvB,0.931506849,1.114447844,1.081617901,1.148274262,1.131598739,0.042552949,0.678982416,0.995993333,1.432802194,2.118819028
1998,European Union non Mediterranean,BvB,0.931506849,1.139111796,1.105688789,1.173545122,1.195923588,0.042144163,0.711803977,1.047029223,1.475457971,2.489473684
1999,European Union non Mediterranean,BvB,0.95890411,1.057602905,1.033508463,1.082259067,1.055898197,0.015618585,0.730626167,0.966206349,1.406003,2.16989558
2000,European Union non Mediterranean,BvB,0.95890411,1.00590073,0.982667338,1.029683432,0.977671794,0.042133795,0.718926088,0.930814798,1.202552392,1.868399556
2001,European Union non Mediterranean,BvB,0.95890411,1.0176371,0.994432391,1.041383283,1.009136974,0.04147982,0.678697183,0.996430792,1.315016667,2.110526316
2002,European Union non Mediterranean,BvB,0.97260274,1.012062567,0.993258146,1.031222993,1.014802458,0.039869717,0.678146044,0.988978813,1.346210106,2.198555957
2003,European Union non Mediterranean,BvB,0.97260274,0.982341689,0.96391871,1.001116778,0.970944065,0.016342351,0.713022636,0.97244898,1.352115583,2.308092593
2004,European Union non Mediterranean,BvB,0.97260274,0.964995079,0.94678483,0.983555581,0.947433147,0.040254188,0.623928742,0.935222028,1.291186475,2.220595028
2005,European Union non Mediterranean,BvB,0.98630137,0.939692818,0.926921663,0.952639934,0.894994216,0.033796067,0.5332763,0.919242365,1.302931419,2.270175439
2006,European Union non Mediterranean,BvB,0.98630137,0.903529336,0.890806687,0.916433691,0.833341735,0,0.523839655,0.913927033,1.254717483,2.350296
2007,European Union non Mediterranean,BvB,0.98630137,0.950889238,0.938020345,0.963934682,0.906632222,0.036027233,0.57646196,0.976614917,1.354349439,2.484769
2008,European Union non Mediterranean,BvB,1,0.988804852,0.988804852,0.988804852,0.961897425,0.04238987,0.6142,1.002181852,1.447584615,2.657039711
2009,European Union non Mediterranean,BvB,1,0.998339662,0.998339662,0.998339662,0.965655028,0.043879767,0.6417,1.07625,1.41245098,2.053076923
2010,European Union non Mediterranean,BvB,1,1.04361739,1.04361739,1.04361739,1.028042265,0.031080865,0.6248,1.180416667,1.557026667,2.918222222
2011,European Union non Mediterranean,BvB,1,1.120195904,1.120195904,1.120195904,1.144788826,0.038054558,0.8492,1.189399968,1.498764172,2.272397784
2012,European Union non Mediterranean,BvB,1,1.156349627,1.156349627,1.156349627,1.18955091,0.042323706,0.7805846,1.224475862,1.448695833,2.434516857
2013,European Union non Mediterranean,BvB,1,1.144859119,1.144859119,1.144859119,1.148295067,0.049187767,0.688076923,1.199127237,1.611544573,2.888484848
2014,European Union non Mediterranean,BvB,0.97260274,1.1753138,1.153507228,1.197532617,1.18381126,0.050434445,0.698897164,1.213144286,1.630995493,2.898589503
2015,European Union non Mediterranean,BvB,0.95890411,1.243434493,1.214859306,1.272681809,1.27479929,0.043412595,0.721455172,1.271677285,1.687221143,2.482585714
2016,European Union non Mediterranean,BvB,0.904109589,1.306400719,1.259453764,1.355097652,1.343251503,0.052861866,0.797993333,1.482562786,1.891274571,3.437524862
2017,European Union non Mediterranean,BvB,0.863013699,1.348206388,1.288528527,1.410648213,1.412972343,0.087493742,0.888831885,1.529387669,1.944774859,3.293624
2018,European Union non Mediterranean,BvB,0.602739726,1.427811939,1.311180357,1.554818086,1.597472471,0.223207317,1.052259615,1.655527589,2.279338685,3.444108761
1970,Indian Ocean Tunas,BvB,0.888888889,2.738593789,2.616222044,2.866689377,2.814645237,1.49,1.832,2.1525,3.294,4.12
1971,Indian Ocean Tunas,BvB,0.888888889,2.713777387,2.593089981,2.840081817,2.788438291,1.46,1.7945,2.1395,3.2965,4.11
1972,Indian Ocean Tunas,BvB,0.888888889,2.704980468,2.585206848,2.830303245,2.781324326,1.49,1.745,2.1495,3.314,4.09
1973,Indian Ocean Tunas,BvB,0.888888889,2.69104274,2.572438881,2.815114903,2.76822191,1.52,1.7075,2.1545,3.2905,4.07
1974,Indian Ocean Tunas,BvB,0.888888889,2.675989244,2.558617664,2.798745016,2.753900594,1.57,1.688,2.165,3.2025,4.04
1975,Indian Ocean Tunas,BvB,1,2.631728777,2.631728777,2.631728777,2.680943931,1.477,1.79,2.401,3.203,4.01
1976,Indian Ocean Tunas,BvB,1,2.642751595,2.642751595,2.642751595,2.696993745,1.477,1.79,2.401,3.18,3.97
1977,Indian Ocean Tunas,BvB,1,2.640458067,2.640458067,2.640458067,2.697736612,1.467,1.8,2.395,3.171,3.91
1978,Indian Ocean Tunas,BvB,1,2.605657002,2.605657002,2.605657002,2.660842155,1.467,1.81,2.401,3.137,3.84
1979,Indian Ocean Tunas,BvB,1,2.532265138,2.532265138,2.532265138,2.579319548,1.35,1.8,2.395,3.106,3.75
1980,Indian Ocean Tunas,BvB,1,2.483403176,2.483403176,2.483403176,2.526347578,1.32,1.79,2.22,3.096,3.65
1981,Indian Ocean Tunas,BvB,1,2.459911537,2.459911537,2.459911537,2.502782362,1.25,1.78,2.395,3.085,3.55
1982,Indian Ocean Tunas,BvB,1,2.441968513,2.441968513,2.441968513,2.485692346,1.18,1.78,2.395,3.071,3.43
1983,Indian Ocean Tunas,BvB,1,2.411417556,2.411417556,2.411417556,2.454077189,1.21,1.78,2.395,3.04,3.31
1984,Indian Ocean Tunas,BvB,1,2.388961756,2.388961756,2.388961756,2.43187856,1.21,1.76,2.553,3.009,3.209
1985,Indian Ocean Tunas,BvB,1,2.352384579,2.352384579,2.352384579,2.39339859,1.155,1.75,2.496,2.984,3.174
1986,Indian Ocean Tunas,BvB,1,2.29211781,2.29211781,2.29211781,2.327612749,1.081,1.73,2.171,2.949,3.14
1987,Indian Ocean Tunas,BvB,1,2.253898183,2.253898183,2.253898183,2.287346076,1.021,1.7,2.229,2.894,3.128
1988,Indian Ocean Tunas,BvB,1,2.188945716,2.188945716,2.188945716,2.216332461,0.947,1.67,2.205,2.829,3.197
1989,Indian Ocean Tunas,BvB,1,2.126469818,2.126469818,2.126469818,2.148282998,0.882,1.66,2.045,2.702,3.158
1990,Indian Ocean Tunas,BvB,1,2.078336457,2.078336457,2.078336457,2.096771951,0.798,1.63,2.103,2.506,3.03
1991,Indian Ocean Tunas,BvB,1,2.020886455,2.020886455,2.020886455,2.034635506,0.723,1.62,2.176,2.316,3.1
1992,Indian Ocean Tunas,BvB,1,1.946245124,1.946245124,1.946245124,1.952952966,0.659,1.61,1.971,2.248,3.13
1993,Indian Ocean Tunas,BvB,1,1.879478658,1.879478658,1.879478658,1.880396887,1.05,1.58,1.899,2.138,2.233
1994,Indian Ocean Tunas,BvB,1,1.778404231,1.778404231,1.778404231,1.769123685,1.54,1.54,1.75,1.925,2.266
1995,Indian Ocean Tunas,BvB,1,1.693975897,1.693975897,1.693975897,1.677044363,1.52,1.52,1.67,1.906,2.267
1996,Indian Ocean Tunas,BvB,1,1.612086876,1.612086876,1.612086876,1.588102751,1.5,1.5,1.588,1.812,1.812
1997,Indian Ocean Tunas,BvB,1,1.514674309,1.514674309,1.514674309,1.482172233,1.367,1.367,1.46,1.755,2.217
1998,Indian Ocean Tunas,BvB,1,1.471758128,1.471758128,1.471758128,1.437090203,1.41,1.41,1.57,1.655,1.99
1999,Indian Ocean Tunas,BvB,1,1.435705818,1.435705818,1.435705818,1.399594209,1.36,1.36,1.57,1.812,1.854
2000,Indian Ocean Tunas,BvB,1,1.39810063,1.39810063,1.39810063,1.360339353,1.32,1.32,1.56,1.71,1.785
2001,Indian Ocean Tunas,BvB,1,1.371530749,1.371530749,1.371530749,1.333236405,1.29,1.29,1.49,1.699,1.797
2002,Indian Ocean Tunas,BvB,1,1.330806758,1.330806758,1.330806758,1.290459853,1.216,1.216,1.47,1.663,1.753
2003,Indian Ocean Tunas,BvB,1,1.301715126,1.301715126,1.301715126,1.26046884,1.262,1.262,1.47,1.54,1.756
2004,Indian Ocean Tunas,BvB,1,1.301637131,1.301637131,1.301637131,1.262351284,1.24,1.24,1.44,1.509,1.796
2005,Indian Ocean Tunas,BvB,1,1.272085875,1.272085875,1.272085875,1.231703747,1.17,1.17,1.375,1.534,1.738
2006,Indian Ocean Tunas,BvB,1,1.207671275,1.207671275,1.207671275,1.162789942,1.1,1.1,1.35,1.45,1.586
2007,Indian Ocean Tunas,BvB,1,1.138922507,1.138922507,1.138922507,1.089413977,1.032,1.032,1.165,1.377,1.626
2008,Indian Ocean Tunas,BvB,1,1.110633009,1.110633009,1.110633009,1.060158395,0.304,0.817,1.104,1.376,1.584
2009,Indian Ocean Tunas,BvB,1,1.101273012,1.101273012,1.101273012,1.051372669,0.289,0.75,1.171,1.435,1.54
2010,Indian Ocean Tunas,BvB,1,1.113948508,1.113948508,1.113948508,1.066446786,0.496,0.926,1.084,1.288,1.62
2011,Indian Ocean Tunas,BvB,1,1.138784242,1.138784242,1.138784242,1.094787093,0.29,0.909,1.138,1.342,1.73
2012,Indian Ocean Tunas,BvB,0.666666667,1.150062817,1.06273686,1.244564419,1.055455945,0.29,0.901,1.2575,1.747,1.81
2013,Indian Ocean Tunas,BvB,0.555555556,1.119066839,1.018798705,1.229203163,0.984870037,0.265,0.942,0.944,1.448,1.781
2014,Indian Ocean Tunas,BvB,0.555555556,1.102343146,1.00119018,1.21371587,0.970537371,0.28,0.906,0.909,1.36,1.801
2015,Indian Ocean Tunas,BvB,0.444444444,1.122417072,1.004690193,1.253938868,0.912664431,0.33,0.6105,0.91,1.1125,1.296
2016,Indian Ocean Tunas,BvB,0.222222222,1.193917462,1.03905818,1.371856681,1.002004793,0.38,0.38,0.69,1,1
1970,Mediterranean-Black Sea,BvB,0.078947368,1.325759136,0.948313838,1.853434187,1.563059648,0.194470805,0.790457233,1.386443662,1.519342995,1.652242329
1971,Mediterranean-Black Sea,BvB,0.078947368,1.317334588,0.950848618,1.825075394,1.536047488,0.186935061,0.771284432,1.355633803,1.511805886,1.66797797
1972,Mediterranean-Black Sea,BvB,0.078947368,1.310371808,0.953552835,1.800712253,1.535764631,0.176482255,0.785864367,1.395246479,1.555215686,1.715184894
1973,Mediterranean-Black Sea,BvB,0.078947368,1.292064794,0.950052971,1.757198263,1.432513954,0.160924591,0.779185887,1.397447183,1.460328627,1.523210071
1974,Mediterranean-Black Sea,BvB,0.078947368,1.278497447,0.948668226,1.723000388,1.384873135,0.152416493,0.7551255,1.357834507,1.426360212,1.494885917
1975,Mediterranean-Black Sea,BvB,0.131578947,1.274921802,0.960390138,1.692463862,1.540858613,0.165057096,0.983196096,1.335827465,1.573564123,1.573564123
1976,Mediterranean-Black Sea,BvB,0.131578947,1.277771963,0.963074847,1.695300416,1.673994075,0.190581389,0.998802383,1.219190141,1.809598741,1.809598741
1977,Mediterranean-Black Sea,BvB,0.131578947,1.271262146,0.960117756,1.683238784,1.769690639,0.222425983,0.990999239,1.122359155,1.966955153,1.966955153
1978,Mediterranean-Black Sea,BvB,0.131578947,1.23839951,0.943077344,1.626201027,1.689462139,1.01440867,1.01440867,1.117957746,1.487018096,1.487018096
1979,Mediterranean-Black Sea,BvB,0.131578947,1.203364583,0.924413933,1.566491231,1.617207412,1.069542254,1.069542254,1.10024325,1.269866247,1.269866247
1980,Mediterranean-Black Sea,BvB,0.157894737,1.159318852,0.903837977,1.487014525,1.391636453,0.257673816,0.928697183,1.187716799,2.232,3.359001096
1981,Mediterranean-Black Sea,BvB,0.157894737,1.122836062,0.881491355,1.430258862,1.338812242,0.241873063,0.851672535,1.263549582,2.216,2.759179472
1982,Mediterranean-Black Sea,BvB,0.157894737,1.079473378,0.854492904,1.363689233,1.254018937,0.210271558,0.774647887,1.311543287,2.176,2.21934001
1983,Mediterranean-Black Sea,BvB,0.157894737,1.013211804,0.811777497,1.26462998,1.052579563,0.163841653,0.600792254,1.22315433,1.483558817,2.161
1984,Mediterranean-Black Sea,BvB,0.157894737,0.952628892,0.770337626,1.178057224,0.892193508,0.12203043,0.569982394,0.966873102,1.252557042,2.153
1985,Mediterranean-Black Sea,BvB,0.157894737,0.91440363,0.743873839,1.124026621,0.833333159,0.101367907,0.609818651,0.757879702,1.620771046,2.081
1986,Mediterranean-Black Sea,BvB,0.157894737,0.887143627,0.725655085,1.084570111,0.815161041,0.096263048,0.475858489,0.821498766,1.652242329,1.989
1987,Mediterranean-Black Sea,BvB,0.184210526,0.863863746,0.71297315,1.046688183,0.817718462,0.090428924,0.664563916,0.897361516,1.39929583,1.935
1988,Mediterranean-Black Sea,BvB,0.210526316,0.849304997,0.70653156,1.020929594,0.836003398,0.076815968,0.630439609,0.936837938,1.415385523,1.873
1989,Mediterranean-Black Sea,BvB,0.210526316,0.775132606,0.646235506,0.929739316,0.636037484,0.063689189,0.403167921,0.913029349,1.21297797,1.81
1990,Mediterranean-Black Sea,BvB,0.236842105,0.73359,0.613673372,0.876939285,0.592326543,0.049833144,0.553243506,0.834936367,1.02,1.195908733
1991,Mediterranean-Black Sea,BvB,0.236842105,0.735859451,0.619877356,0.873542364,0.637036518,0.044971374,0.526636438,0.775632475,0.99,1.359559402
1992,Mediterranean-Black Sea,BvB,0.236842105,0.753332818,0.639973144,0.886772109,0.73092258,0.067335516,0.579850573,0.72378476,0.97,1.483870968
1993,Mediterranean-Black Sea,BvB,0.289473684,0.759678584,0.653330086,0.883338397,0.769009941,0.074141994,0.648447489,0.814260563,1.188103855,1.814
1994,Mediterranean-Black Sea,BvB,0.263157895,0.768837783,0.661423757,0.893695654,0.844065209,0.089699659,0.545456937,0.801199575,1.125665248,1.839
1995,Mediterranean-Black Sea,BvB,0.342105263,0.758217567,0.66003231,0.871008692,0.737694899,0.099666287,0.591422409,0.795740693,1.161654546,1.893
1996,Mediterranean-Black Sea,BvB,0.368421053,0.73159585,0.642032953,0.833652674,0.686817736,0.093102898,0.514709132,0.804922827,1.106969083,1.936
1997,Mediterranean-Black Sea,BvB,0.368421053,0.693067711,0.610474437,0.786835325,0.604208328,0.088727305,0.309192473,0.56014176,1.081038552,1.927
1998,Mediterranean-Black Sea,BvB,0.447368421,0.708064937,0.632624849,0.792501205,0.669721797,0.093345986,0.310160533,0.777,0.943968397,1.710565895
1999,Mediterranean-Black Sea,BvB,0.447368421,0.715448413,0.641453163,0.797979434,0.693029291,0.087998039,0.393926056,0.678206137,1.149139689,1.971
2000,Mediterranean-Black Sea,BvB,0.473684211,0.71925257,0.648952647,0.797167961,0.715571119,0.07000949,0.379333025,0.864154128,1.047152059,1.94986786
2001,Mediterranean-Black Sea,BvB,0.5,0.714732118,0.64923536,0.786836381,0.729137511,0.063203012,0.419224829,0.594807238,1.112816273,1.841
2002,Mediterranean-Black Sea,BvB,0.605263158,0.67906804,0.627023666,0.735432214,0.674841442,0.062230658,0.309390064,0.564367508,1.056403331,2.003177041
2003,Mediterranean-Black Sea,BvB,0.710526316,0.659333887,0.617638301,0.703844262,0.63684142,0.056396533,0.323590227,0.668981973,0.908278333,1.646
2004,Mediterranean-Black Sea,BvB,0.710526316,0.654900907,0.614671885,0.697762836,0.634489411,0.05688271,0.312250423,0.655804178,0.926599853,1.562
2005,Mediterranean-Black Sea,BvB,0.789473684,0.629042659,0.597101422,0.662692554,0.594801278,0.062959923,0.33708013,0.53500169,0.874431616,1.482
2006,Mediterranean-Black Sea,BvB,0.947368421,0.649580351,0.633373394,0.666202016,0.65741622,0.080219207,0.420894705,0.680821263,0.98526162,1.772937255
2007,Mediterranean-Black Sea,BvB,0.973684211,0.6116936,0.600965802,0.622612898,0.602731433,0.086539508,0.373,0.649837049,0.800944138,1.306
2008,Mediterranean-Black Sea,BvB,1,0.598032373,0.598032373,0.598032373,0.588902342,0.08629642,0.355255171,0.595836004,0.714406675,1.224584549
2009,Mediterranean-Black Sea,BvB,0.973684211,0.60728377,0.596615945,0.618142341,0.608875224,0.080705384,0.35,0.583464115,0.753591528,1.340047728
2010,Mediterranean-Black Sea,BvB,0.947368421,0.594655402,0.579790934,0.60990096,0.601579023,0.063932277,0.353885849,0.586824059,0.807807945,1.227
2011,Mediterranean-Black Sea,BvB,0.947368421,0.579379464,0.56473421,0.594404513,0.581120717,0.05202094,0.387522668,0.543842469,0.867081405,1.214
2012,Mediterranean-Black Sea,BvB,0.842105263,0.560766588,0.535662457,0.587047239,0.553519584,0.04715917,0.331520355,0.46466411,0.929054873,1.76020521
2013,Mediterranean-Black Sea,BvB,0.710526316,0.535900565,0.50159411,0.572553406,0.512103665,0.031358417,0.358682899,0.444370784,0.746737745,1.121303759
2014,Mediterranean-Black Sea,BvB,0.552631579,0.522064313,0.477375258,0.570936893,0.489088341,0.024551939,0.367723778,0.421369755,0.947222916,1.60423766
2015,Mediterranean-Black Sea,BvB,0.263157895,0.526336384,0.462265259,0.599287928,0.537092638,0.382376082,0.573368315,0.849896245,1.067529363,1.715643053
1970,New Zealand,BvB,0.714285714,2.705238014,2.547532642,2.872706159,2.92583228,0.572782012,1.307914237,2.421307506,2.50182159,3.59
1971,New Zealand,BvB,0.734693878,2.622726516,2.476720914,2.777339318,2.853771001,0.559557103,1.250464343,2.419406833,2.510113132,3.57
1972,New Zealand,BvB,0.734693878,2.55159971,2.41085256,2.700563771,2.771805782,0.40440321,1.210622946,2.380137281,2.499956795,3.56
